Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment,country
19,4,2011,8,Potentilla verna,0.005,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Viola canina,0.04,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Primula veris,0.064,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Potentilla verna,0.000333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Euphorbia cyparissias,0.011666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Saxifraga tridactylites,0.0025,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Ranunculus auricomus,0.133333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Primula veris,0.008,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Viola canina,0.002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
20,4,2011,15,Vicia cracca,0.0008,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Euphorbia cyparissias,0.065333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Silene latifolia,0.000266667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Primula veris,0.002666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Ranunculus bulbosus,0.000333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Taraxacum officinale,0.000933333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Ajuga genevensis,0.0012,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Fragaria viridis,0.002666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Pulsatilla vulgaris,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Potentilla verna,0.5,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Euphorbia cyparissias,0.1,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Hippocrepis comosa,0.002666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Fragaria viridis,0.002666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Ranunculus bulbosus,0.0002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Euphorbia cyparissias,0.149333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Ranunculus bulbosus,6.66667E-05,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Potentilla verna,0.01,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Hippocrepis comosa,0.004,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Ajuga genevensis,0.0002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Fragaria viridis,0.002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Thlaspi perfoliatum,0.0002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Taraxacum officinale,0.000466667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,2,Viola canina,0.000133333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Potentilla verna,0.1,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Euphorbia cyparissias,0.014,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Taraxacum officinale,0.004666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Pulsatilla vulgaris,0.000666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Hippocrepis comosa,0.016666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
21,4,2011,3,Fragaria viridis,0.0002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Euphorbia cyparissias,0.126,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Potentilla verna,0.01,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Taraxacum officinale,0.007,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Cerastium fontanum,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Vicia sepium,0.0016,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Viola canina,0.000666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Lamium maculatum,0.001666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Euphorbia cyparissias,0.032666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Fragaria viridis,0.006666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Cerastium fontanum,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Taraxacum officinale,0.042,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Lamium maculatum,0.007333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Vicia sepium,0.008,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,16,Potentilla verna,0.016666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Euphorbia cyparissias,0.07,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Potentilla verna,0.013333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Cerastium fontanum,0.046666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Fabaceae ,0.002133333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Fragaria viridis,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Taraxacum officinale,0.002333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Euphorbia cyparissias,0.130666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Potentilla verna,0.023333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Cerastium fontanum,0.02,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Vicia sativa,0.000533333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Crepis biennis,0.002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
22,4,2011,14,Taraxacum officinale,0.000933333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Anemone sylvestris,0.028,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Hippocrepis comosa,0.426666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Euphorbia cyparissias,0.000933333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Rubus ,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Fragaria viridis,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Orchis purpurea,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Salvia pratensis,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Hippocrepis comosa,0.133333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Euphorbia cyparissias,0.004666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Lotus corniculatus,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Orchis purpurea,0.001666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Ranunculus bulbosus,0.001,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Leucanthemum vulgare,0.0045,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,7,Sanguisorba minor,0.006666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Potentilla verna,0.04,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Euphorbia cyparissias,0.028,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Fragaria viridis,0.005333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Taraxacum officinale,0.046666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Potentilla verna,0.005333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Cerastium fontanum,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Taraxacum officinale,0.046666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Fragaria viridis,0.006666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Euphorbia cyparissias,0.051333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
23,4,2011,6,Primula veris,0.009066667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Hippocrepis comosa,0.163333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Geranium dissectum,0.000483333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Euphorbia cyparissias,0.0238,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Salvia pratensis,0.005,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Sanguisorba minor,0.0008,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Anemone sylvestris,0.000933333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Polygonatum odoratum,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Fragaria viridis,0.0068,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Hippocrepis comosa,0.137666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Geranium dissectum,0.000466667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Fragaria viridis,0.0108,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Polygonatum odoratum,0.0008,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Orchis purpurea,0.000666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Senecio jacobaea,0.000166667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Sanguisorba minor,0.002666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,1,Vincetoxicum hirundinaria,0.002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Potentilla verna,0.02,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Euphorbia cyparissias,0.098,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Fragaria viridis,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Cerastium holosteoides,0.001333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Euphorbia cyparissias,0.060666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Potentilla verna,0.016666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Fragaria viridis,0.005,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Cerastium holosteoides,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Taraxacum officinale,0.032666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
24,4,2011,4,Erodium cicutarium,0.000116667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Fragaria viridis,0.006,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Primula veris,0.045333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Potentilla verna,0.000333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Veronica chamaedrys,0.001066667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Glechoma hederacea,0.000333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Fragaria viridis,0.007333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Euphorbia cyparissias,0.130666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Primula veris,0.0016,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,12,Sanguisorba minor,0.000666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Euphorbia cyparissias,0.093333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Fragaria viridis,0.023333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Potentilla verna,0.000666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Alliaria petiolata,0.0002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Cerastium fontanum,0.004666667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Euphorbia cyparissias,0.07,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Alliaria petiolata,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Fragaria viridis,0.003333333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Veronica chamaedrys,0.004266667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
25,4,2011,13,Genista tinctoria,0.016,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
