Survey,Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Total_flower_cover,Collected_insects,Comment
UNIPD01,10,6,2018,UNIPD01_En,Anthriscus_sylvestris,18,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_Hn,Anthriscus_sylvestris,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Anthyllis_vulneraria,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,6,6,2018,UNIPD01_C,Anthyllis_vulneraria,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Anthyllis_vulneraria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_G,Anthyllis_vulneraria,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Gn,Anthyllis_vulneraria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_Gn,Anthyllis_vulneraria,28,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_H,Anthyllis_vulneraria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_H,Anthyllis_vulneraria,4,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,14,7,2018,UNIPD01_H,Anthyllis_vulneraria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_D,Aquilegia_vulgaris,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_D,Aquilegia_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_D,Arabis_alpina,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,7,2018,UNIPD01_In,Arctium_lappa,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_In,Arctium_lappa,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Bn,Arctium_lappa,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_G,Arctium_lappa,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_En,Aruncus_dioicus,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Aruncus_dioicus,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_F,Aruncus_dioicus,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Fn,Aruncus_dioicus,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Fn,Aruncus_dioicus,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Gn,Aruncus_dioicus,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Astragalus_glycyphyllos,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_En,Astragalus_glycyphyllos,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Astragalus_glycyphyllos,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_E,Barbarea_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Buddleja_davidii,33,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_A,Buddleja_davidii,32,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_A,Buddleja_davidii,46,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_A,Buddleja_davidii,30,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_An,Buddleja_davidii,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_B,Buddleja_davidii,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_B,Buddleja_davidii,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_B,Buddleja_davidii,28,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_B,Buddleja_davidii,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Buddleja_davidii,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_C,Buddleja_davidii,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_C,Buddleja_davidii,6,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_D,Buddleja_davidii,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_D,Buddleja_davidii,17,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Buddleja_davidii,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Buddleja_davidii,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Buddleja_davidii,66,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_F,Buddleja_davidii,7,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_F,Buddleja_davidii,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_F,Buddleja_davidii,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_F,Buddleja_davidii,30,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_G,Buddleja_davidii,25,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_G,Buddleja_davidii,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_G,Buddleja_davidii,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_G,Buddleja_davidii,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Buddleja_davidii,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Buddleja_davidii,30,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Buddleja_davidii,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_I,Buddleja_davidii,17,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_I,Buddleja_davidii,30,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_I,Buddleja_davidii,9,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Dn,Buphtalmum_salicifolium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Buphthalmum_salicifolium,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Buphthalmum_salicifolium,12,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_D,Buphthalmum_salicifolium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_D,Buphthalmum_salicifolium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_D,Buphthalmum_salicifolium,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_Dn,Buphthalmum_salicifolium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Buphthalmum_salicifolium,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Buphthalmum_salicifolium,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Bn,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_E,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_En,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,6,2018,UNIPD01_En,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_F,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_F,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_F,Calystegia_sepium,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Fn,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_Fn,Calystegia_sepium,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Gn,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_Gn,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Gn,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,6,2018,UNIPD01_I,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_I,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_I,Calystegia_sepium,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_I,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_In,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,7,2018,UNIPD01_In,Calystegia_sepium,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_In,Calystegia_sepium,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_In,Calystegia_sepium,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_H,Campanula_glomerata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Campanula_glomerata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Campanula_glomerata,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Hn,Campanula_glomerata,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_Cn,Campanula_patula,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_Cn,Campanula_patula,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_Cn,Campanula_patula,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_E,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_E,Campanula_persicifolia,4,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_E,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_En,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_Hn,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Campanula_persicifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_D,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_D,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_D,Campanula_rotundifolia,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_Dn,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Campanula_rotundifolia,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Dn,Campanula_rotundifolia,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Campanula_rotundifolia,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_H,Campanula_trachelium,0,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Campanula_trachelium,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,14,7,2018,UNIPD01_H,Campanula_trachelium,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Carduus_defloratus,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,6,6,2018,UNIPD01_C,Carduus_defloratus,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Carduus_defloratus,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_C,Carduus_defloratus,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,7,6,2018,UNIPD01_Cn,Carduus_defloratus,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,9,6,2018,UNIPD01_D,Carduus_defloratus,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_E,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_E,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Carduus_personata,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_En,Carduus_personata,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_En,Carduus_personata,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_En,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Carduus_personata,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_En,Carduus_personata,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Bn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Bn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Centaurea_nigrescens,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_C,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_C,Centaurea_nigrescens,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_C,Centaurea_nigrescens,7,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_Cn,Centaurea_nigrescens,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Cn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Cn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_D,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_D,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Dn,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_En,Centaurea_nigrescens,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_En,Centaurea_nigrescens,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Centaurea_nigrescens,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_En,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_H,Centaurea_nigrescens,7,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Centaurea_nigrescens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Centaurea_nigrescens,23,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Centaurea_nigrescens,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Hn,Centaurea_nigrescens,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Centaurea_nigrescens,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Centaurea_nigrescens,11,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Centaurea_nigrescens,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_An,Centaurea_stoebe,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_An,Centaurea_stoebe,1,Percentage_of_the_species_at_the_site,NA,Y,NA
