Survey,Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
UNIPD01,Achillea_millefolium,Cerceris_sabulosa,2,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,7,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,7,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_maculatus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_simplex,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_subauratus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_subauratus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Heriades_truncorum,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Hylaeus_punctatus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_politum,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,3,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_sp,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Thecophora_distincta,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,2,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_subauratus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Phasia_pusilla,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Pipizella_viduata,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphecodes_rufiventris,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_pertinax,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,28,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Gymnosoma_nitens,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,28,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Oxybelus_trispinosus,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,26,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Coenonympha_pamphilus,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,5,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Apis_mellifera,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,18,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Bombus_pascuorum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Gymnosoma_rotundatum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,18,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_sexcintus,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,18,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Apis_mellifera,3,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,10,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Heriades_truncorum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,10,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_pauxillum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,10,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,1,Standardized_observations_on_plants,5,800,UNIPD01_Bn,Riparian,Italy,Fonzaso,46.02131,11.772506,10_m,330,26,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_Bn,Riparian,Italy,Fonzaso,46.02131,11.772506,10_m,330,26,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,8,Standardized_observations_on_plants,5,800,UNIPD01_Bn,Riparian,Italy,Fonzaso,46.02131,11.772506,10_m,330,26,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_politum,2,Standardized_observations_on_plants,5,800,UNIPD01_Bn,Riparian,Italy,Fonzaso,46.02131,11.772506,10_m,330,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Andrena_alfkenella,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Entomognathus_brevis,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,7,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,7,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,5,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,4,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,7,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,2,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Hylaeus_sinuatus,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_brevicorne,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,7,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,7,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_simplex,2,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,12,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_albipes,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,12,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_Cn,Riparian,Italy,Imer,46.146252,11.796074,10_m,630,28,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_sp1,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,26,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,26,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,4,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_confusus_alpinus,6,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,24,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_confusus_alpinus,2,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Hylaeus_alpinus,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Hylaeus_hyalinatus,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Hylaeus_signatus,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_leucopus,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,24,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_cupromicans,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,24,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_morio,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphecodes_crassus,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,4,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,24,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Aphantopus_hyperantus,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,4,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,5,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,27,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Cylindromyia_interrupta,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,2,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Voria_ruralis,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,2,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,28,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,10,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,28,6,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Cerceris_sabulosa,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Conops_strigatus,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Ectophasia_crassipennis,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Ectophasia_crassipennis,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_simplex,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Halictus_subauratus,3,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Heriades_truncorum,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_albipes,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_malachurum,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lindenius_albilabris,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Melanostoma_mellinum,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Melanostoma_mellinum,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Nomada_sp3,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Phania_funesta,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphaerophoria_scripta,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,25,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,13,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Bithia_spreta,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Ectophasia_crassipennis,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_interrupta,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_similis,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Lasioglossum_politum,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Sphecodes_gibbus,1,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Syritta_pipiens,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Thecophora_distincta,2,Standardized_observations_on_plants,5,800,UNIPD01_Gn,Riparian,Italy,Borgo_Valsugana,46.066053,11.531447,10_m,480,29,8,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Apis_mellifera,2,Standardized_observations_on_plants,5,800,UNIPD01_Hn,Riparian,Italy,Scurelle,46.137372,11.502687,10_m,1170,14,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Cheilosia_proxima,1,Standardized_observations_on_plants,5,800,UNIPD01_Hn,Riparian,Italy,Scurelle,46.137372,11.502687,10_m,1170,26,7,2018,NA,NA,NA
UNIPD01,Achillea_millefolium,Eristalis_arbustorum,1,Standardized_observations_on_plants,5,800,UNIPD01_Hn,Riparian,Italy,Scurelle,46.137372,11.502687,10_m,1170,26,7,2018,NA,NA,NA
